,X,X.1,RespondentID,StartDate,EndDate,Age,Ethnic,Sex,MilitaryServiceName,MilitaryRankShortName,CountryName,CurricNumber,CurricShortName,SchoolName,Site,DegreeLevel,Q1,Q2,Q3a,Q3b,Q3c,Q4a,Q4b,Q4c,Q4d,Q4e,Q4f,Q4g,Q4h,Q4i,Q4j,Q4k,Q4l,Q4m,Q5a,Q5b,Q5c,Q6a,Q6b,Q6c,Q7a,Q7b,Q7c,Q7d,Q7e,Q8a,Q8b,Q8c,Q8d,Q8e,Q8f,Q8g,Q8h,Q9a,Q9b,Q9c,Q9d,Q10a,Q10b,Q10c,Q10d,Q10e,Q10f,Q11a,Q11b,Q11c,Q11d,Q11e,Q11f,Q11g,Q11h,Q11i,Q12a,Q12b,Q13a,Q13b,Q13c,Q13d,Q13e,Q13f,Q14a,Q14b,Q14c,Q14d,Q15a,Q15b,Q15c,Q15d,Q15e,Q16,Q17,Q18a,Q18b,Q18c,Q19a,Q19b,Q19c,Q19d,Q19e,Q19f,Q19g,Q19h,Q19i,Q19j,Q20a,Q20b,Q20c,Q20d,Q20e,Q20f,Q20g,Q20h,Q20i,Q20j,Q21,Q22a,Q22b,Q22c,Q23,Q24a,Q24b,Q24c,Q25,Q26,Q27a,Q27b,Q27c,Q27d,Q28a,Q28b,Q28c,Q28d,Q28e,Q29,Q30,Q31a,Q31b,Q31c,Q31d,Q32,Q33,Q34,Q35,Q36,Q37,Q38,AgeGroup
581,581,581,3066655235,2/12/14 12:25,2/12/14 12:35,45,White,M,NA,NA,United States of America,692,Homeland Defense and Security,School of International Graduate Studies,NPS,Master,Yes,No,Select,Not Select,Not Select,No,No,No,No,No,No,No,No,No,No,No,No,No,2,2,2,LL,TR,ICR,Very Well,Very Well,Very Well,Very Well,Somewhat Well,Somewhat Well,Very Well,Somewhat Well,Somewhat Well,Very Well,Very Well,Very Well,Somewhat Well,Not Select,Selcet,Not Select,Selcet,Selcet,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,2,2,2,2,2,2,2,2,Third,Fourth,First,Second,Third,Fourth,Fifth,Second,First,F,NA,Selcet,Selcet,Selcet,Email,NA,NA,NA,NA,NA,NA,NA,NA,NA,Email,NA,NA,NA,NA,NA,NA,Google Drive,NA,NA,NA,Selcet,Selcet,Selcet,Often,Selcet,Selcet,Not Select,No,NA,Not Select,Selcet,Not Select,Not Select,2,2,2,2,2,All,Yes,0,2,1,1,-1,0,1,-1,-1,Advanced,4,41+
582,582,582,3066416094,2/12/14 8:21,2/12/14 8:23,36,Unknown,M,Navy,MAJ,Singapore,590,Electronic Systems Engineering,Graduate School of Engineering and Applied Sciences,NPS,Master,Yes,NA,Not Select,Not Select,Not Select,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Selcet,Selcet,Selcet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Selcet,Selcet,Selcet,NA,Selcet,Selcet,Selcet,NA,NA,Selcet,Selcet,Selcet,Selcet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36-40
583,583,583,3066333789,2/12/14 6:22,2/12/14 6:45,27,White,M,USMC,Capt,United States of America,590,Electronic Systems Engineering,Graduate School of Engineering and Applied Sciences,NPS,Master,Yes,Yes,Not Select,Not Select,Not Select,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,2,1,-1,SL,ICR,TR,Very Little,Somewhat Well,Somewhat Well,Somewhat Well,Very Little,Very Little,Somewhat Well,Somewhat Well,Somewhat Well,Very Little,Very Little,Very Well,Very Little,Selcet,Not Select,Not Select,Selcet,Selcet,Selcet,Not Select,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,Not Select,1,2,0,2,1,2,0,1,Fourth,Third,Second,First,First,Fifth,Fourth,Third,Second,SE,NA,Selcet,Selcet,Selcet,Email,SAKAI,NA,NA,NA,Prof Web Site,NA,NA,NA,NA,NA,SAKAI,NA,NA,NA,NA,NA,Google Drive,NA,NA,Yes,Selcet,Selcet,Selcet,Rarely,Selcet,Not Select,Selcet,Yes,NA,Not Select,Selcet,Selcet,Not Select,-1,-1,0,-1,1,All,Yes,1,0,1,1,-2,1,1,1,1,Intermediate,3,20-30
584,584,584,3066327309,2/12/14 6:13,2/12/14 6:23,114,White,M,Army,CPT,Sweden,595,Information Warfare,Graduate School of Operational and Information Sciences,NPS,Master,No,No,Select,Not Select,Not Select,No,No,Yes,No,No,No,No,No,No,No,No,No,No,0,0,0,SL,LL,TR,Somewhat Well,Somewhat Well,NA,NA,NA,Very Little,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Very Little,Somewhat Well,Somewhat Well,Not Select,Not Select,Selcet,Selcet,Selcet,Selcet,Not Select,Not Select,Selcet,Selcet,Selcet,Not Select,Selcet,Not Select,Selcet,Selcet,Not Select,Selcet,Selcet,-1,-1,0,1,1,2,1,1,Fourth,Second,Third,First,First,Third,Fourth,Second,Fifth,SE,NA,Selcet,Selcet,Selcet,Email,SAKAI,NA,NA,NA,Prof Web Site,NA,NA,NA,Paper Copy,NA,SAKAI,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Selcet,Selcet,Selcet,Often,Selcet,Selcet,Selcet,Yes,NA,Not Select,Selcet,Selcet,Selcet,1,1,1,1,-2,Most,Yes,0,0,1,1,1,1,2,0,1,Advanced,3,Unknown
585,585,585,3066307125,2/12/14 5:44,2/12/14 5:55,28,White,M,USMC,Capt,United States of America,399,"Modeling, Virtual Environments & Simulation",Graduate School of Operational and Information Sciences,NPS,Master,Yes,No,Not Select,Select,Not Select,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,1,2,NA,SL,ICR,TR,Somewhat Well,Somewhat Well,NA,Somewhat Well,Very Little,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Very Well,Very Well,Very Well,Very Little,Not Select,Selcet,Not Select,Selcet,Selcet,Selcet,Not Select,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,Not Select,2,2,1,1,1,1,2,1,NA,First,Third,Second,Third,Fourth,First,Fifth,Second,F,No,Selcet,Not Select,Selcet,Email,SAKAI,NA,NA,NA,NA,NA,NA,NA,Paper Copy,Email,SAKAI,NA,NA,Wiki Page,NA,NA,NA,NA,Paper copy,Yes,Selcet,Selcet,Selcet,Often,Selcet,Selcet,Not Select,No,NA,Not Select,Selcet,Selcet,Not Select,2,2,1,1,2,Most,Yes,2,-2,2,2,-2,1,0,2,-1,Advanced,6,20-30
586,586,586,3066278189,2/12/14 5:06,2/12/14 16:56,43,White,M,USMC,Maj,United States of America,366,Space Systems Operations,Graduate School of Engineering and Applied Sciences,NPS,Master,Yes,Yes,Not Select,Not Select,Not Select,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,1,0,0,SL,SL,TR,Very Well,Very Well,NA,NA,Very Little,Somewhat Well,Very Well,NA,Very Well,Very Well,Very Little,Very Well,NA,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,Selcet,2,2,-1,0,0,0,-1,0,Second,Third,First,Fourth,Third,Fifth,Fourth,First,Second,SE,NA,Selcet,Selcet,Selcet,Email,SAKAI,NA,NA,NA,NA,NA,NA,NA,Paper Copy,Email,SAKAI,NA,NA,NA,NA,NA,NA,NA,Paper copy,Yes,Selcet,Selcet,Selcet,Sometimes,Selcet,Selcet,Selcet,Yes,KH,Not Select,Selcet,Not Select,Selcet,2,2,2,-1,1,Most,Yes,-1,0,-1,1,-1,2,2,1,-1,Intermediate,3,41+
587,587,587,3066250618,2/12/14 4:34,2/12/14 4:46,34,White,M,USN,LCDR,United States of America,682,"Far East, Southeast Asia, Pacific",School of International Graduate Studies,NPS,Master,No,NA,Not Select,Not Select,Not Select,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,1,1,2,SL,TR,TR,Somewhat Well,Somewhat Well,Very Well,NA,Somewhat Well,Very Little,Very Well,NA,Somewhat Well,Somewhat Well,NA,Somewhat Well,NA,Selcet,Not Select,Not Select,Selcet,Selcet,Not Select,Not Select,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,0,1,1,1,2,1,2,2,Third,Second,First,Fourth,First,Second,Third,Fourth,Fifth,F,NA,Selcet,Selcet,Selcet,Email,SAKAI,NA,NA,NA,NA,NA,NA,NA,Paper Copy,NA,SAKAI,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Selcet,Selcet,Selcet,Rarely,Selcet,Not Select,Selcet,No,NA,Not Select,Selcet,Selcet,Not Select,1,1,1,1,1,Most,No,1,-1,-1,-2,-2,0,1,2,0,Basic,3,31-35
588,588,588,3066219748,2/12/14 3:59,2/12/14 4:13,114,White,M,NA,NA,United States of America,692,Homeland Defense and Security,School of International Graduate Studies,NPS,Master,Yes,No,Select,Not Select,Not Select,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,1,2,2,SL,ICR,TR,Somewhat Well,Very Well,Somewhat Well,Very Little,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Very Well,Very Well,Somewhat Well,Very Well,Somewhat Well,Selcet,Not Select,Not Select,Selcet,Selcet,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,2,2,1,1,2,1,2,1,Third,First,Fourth,Second,Third,Fifth,Fourth,Second,First,SE,NA,Selcet,Selcet,Selcet,Email,NA,NA,NA,Wiki Page,NA,NA,NA,NA,NA,Email,NA,NA,NA,Wiki Page,NA,NA,NA,NA,NA,NA,Selcet,Selcet,Selcet,Often,Selcet,Selcet,Not Select,Yes,HE,Selcet,Selcet,Selcet,Selcet,2,1,2,0,1,All,Yes,1,1,0,1,-1,-1,1,-1,0,Intermediate,4,Unknown
589,589,589,3066213784,2/12/14 3:56,2/12/14 4:04,34,White,M,USN,LCDR,United States of America,837,Financial Management,Graduate School of Business and Public Policy,NPS,Master,Yes,Yes,Not Select,Not Select,Not Select,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,1,-1,1,LL,T,ICR,Very Well,Somewhat Well,Somewhat Well,Somewhat Well,Very Little,Somewhat Well,Very Well,Somewhat Well,Very Well,Somewhat Well,Very Little,Very Well,Very Little,Not Select,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,1,1,1,1,0,1,1,1,Fourth,Third,First,Second,Third,Fifth,Fourth,Second,First,SE,NA,Selcet,Selcet,Selcet,NA,SAKAI,NA,NA,NA,NA,NA,NA,Prof H Drive,Paper Copy,NA,SAKAI,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Selcet,Selcet,Selcet,Sometimes,Selcet,Selcet,Selcet,NA,NA,Selcet,Selcet,Selcet,Not Select,NA,NA,NA,NA,NA,Some,Yes,1,-1,1,0,-2,-1,1,-1,1,Intermediate,4,31-35
590,590,590,3066196484,2/12/14 3:40,2/12/14 4:02,48,White,M,NA,NA,United States of America,692,Homeland Defense and Security,School of International Graduate Studies,NPS,Master,Yes,Yes,Not Select,Not Select,Not Select,No,No,Yes,No,No,No,No,No,No,No,No,No,No,1,1,1,TR,TR,TR,Somewhat Well,Somewhat Well,Somewhat Well,NA,Somewhat Well,Very Little,Somewhat Well,Somewhat Well,Somewhat Well,Very Well,Very Well,Somewhat Well,Very Little,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,Not Select,Not Select,Selcet,1,1,1,2,0,0,1,0,Third,Second,First,Fourth,Fifth,Fourth,First,Third,Second,F,NA,Selcet,Selcet,Selcet,Email,NA,NA,NA,NA,NA,NA,NA,NA,NA,Email,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Selcet,Selcet,Selcet,Sometimes,Selcet,Selcet,Selcet,No,NA,Not Select,Selcet,Selcet,Selcet,2,1,1,2,1,All,Yes,-1,1,-1,0,-2,1,1,-2,-2,Basic,4,41+
591,591,591,3066136813,2/12/14 2:47,2/12/14 3:21,46,White,M,USN,LCDR,United States of America,361,Joint Operational Logistics,Graduate School of Operational and Information Sciences,NPS,Master,Yes,Yes,Not Select,Not Select,Not Select,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,1,1,NA,T,TR,ICR,Somewhat Well,Somewhat Well,NA,Very Well,Somewhat Well,Very Little,Somewhat Well,Very Well,Very Well,Somewhat Well,Very Little,Very Well,Somewhat Well,Not Select,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,Not Select,2,1,0,2,-1,0,1,2,Third,Fourth,First,Second,First,Second,Fourth,Third,Fifth,F,NA,Selcet,Selcet,Selcet,NA,SAKAI,NA,NA,NA,NA,Drop Box,NA,NA,Paper Copy,NA,SAKAI,NA,NA,NA,NA,Drop Box,NA,NA,NA,Yes,Selcet,Selcet,Selcet,Rarely,Selcet,Selcet,Selcet,No,NA,Not Select,Selcet,Selcet,Not Select,1,2,2,2,2,Most,Yes,0,-1,-1,0,-1,1,1,-1,0,Expert,3,41+
592,592,592,3066102866,2/12/14 2:16,2/12/14 2:38,38,White,M,USMC,Maj,United States of America,368,Computer Science,Graduate School of Operational and Information Sciences,NPS,Master,No,No,Select,Select,Select,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,2,0,1,SL,T,T,Somewhat Well,NA,Very Well,Very Well,NA,Very Little,Somewhat Well,Very Well,Very Well,Somewhat Well,Somewhat Well,Very Well,Somewhat Well,Not Select,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,1,1,2,2,1,1,0,0,Third,Fourth,Second,First,Fourth,Fifth,First,Third,Second,E,No,Selcet,Not Select,Selcet,NA,SAKAI,NA,NA,NA,NA,NA,NA,NA,NA,NA,SAKAI,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Selcet,Selcet,Selcet,Often,Not Select,Selcet,Not Select,No,NA,Selcet,Selcet,Selcet,Selcet,1,2,2,0,-1,Most,Yes,0,1,0,0,-2,-2,2,1,1,Expert,3,36-40
593,593,593,3066045826,2/12/14 1:37,2/12/14 2:06,27,Unknown,M,Navy,ENS,Turkey,533,Combat Systems Science & Engineering,Graduate School of Engineering and Applied Sciences,NPS,Master,Yes,No,Select,Not Select,Not Select,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1,1,1,LL,SL,TR,Very Little,Somewhat Well,Somewhat Well,Very Well,Somewhat Well,Very Little,Very Little,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Very Little,Somewhat Well,Not Select,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,Not Select,Selcet,Not Select,Not Select,Not Select,Selcet,Selcet,Selcet,Selcet,Not Select,1,1,2,2,1,2,2,2,Second,First,Third,Fourth,First,Second,Fourth,Third,Fifth,F,NA,Selcet,Selcet,Selcet,Email,SAKAI,NA,NA,NA,NA,NA,NA,NA,Paper Copy,Email,SAKAI,NA,NA,NA,NA,Drop Box,NA,NA,NA,No,Not Select,Not Select,Selcet,Rarely,Not Select,Not Select,Selcet,Yes,HE,Not Select,Selcet,Not Select,Not Select,1,1,-1,-1,0,Some,Yes,0,-1,-1,2,1,0,1,1,-1,Intermediate,2,20-30
594,594,594,3066023587,2/12/14 1:21,2/12/14 1:38,43,Unknown,M,Navy,CDR,Colombia,699,Special Operations,Graduate School of Operational and Information Sciences,NPS,Master,Yes,Yes,Not Select,Not Select,Not Select,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,2,2,2,LL,SL,ICR,Somewhat Well,Somewhat Well,NA,NA,NA,Very Little,Somewhat Well,Somewhat Well,Somewhat Well,Very Well,Very Little,Very Well,Somewhat Well,Not Select,Not Select,Selcet,Selcet,Selcet,Selcet,Not Select,Not Select,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,Not Select,0,0,1,2,2,2,0,1,Second,First,Third,Fourth,Second,Fifth,First,Third,Fourth,F,No,Selcet,Not Select,Selcet,Email,SAKAI,NA,NA,NA,NA,NA,NA,NA,NA,Email,SAKAI,SharePoint,NA,NA,NA,NA,NA,NA,NA,Yes,Selcet,Selcet,Selcet,Often,Selcet,Not Select,Selcet,Yes,NA,Not Select,Selcet,Selcet,Selcet,0,0,1,-2,-2,Some,Yes,0,1,-1,0,-1,2,2,2,1,Intermediate,6,41+
595,595,595,3066022156,2/12/14 1:20,2/12/14 1:37,24,White,M,NA,NA,United States of America,533,Combat Systems Science & Engineering,Graduate School of Engineering and Applied Sciences,NPS,Master,Yes,Yes,Not Select,Not Select,Not Select,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,2,0,0,LL,SL,T,Very Little,Very Well,Very Little,Somewhat Well,NA,Very Little,Somewhat Well,Very Little,Very Well,Very Well,Somewhat Well,Somewhat Well,NA,Selcet,Selcet,Not Select,Selcet,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,2,2,2,2,NA,NA,1,1,Fourth,Third,First,Second,Fourth,Fifth,Third,Second,First,F,NA,Selcet,Selcet,Selcet,Email,NA,NA,NA,NA,NA,NA,NA,NA,Paper Copy,Email,NA,NA,NA,NA,NA,NA,NA,NA,Paper copy,Yes,Selcet,Selcet,Selcet,Never,Selcet,Selcet,Selcet,No,NA,Selcet,Selcet,Selcet,Not Select,0,-1,1,1,1,Most,No,0,0,0,0,-2,2,2,0,0,Intermediate,1,20-30
596,596,596,3065959692,2/12/14 0:36,2/12/14 0:43,34,White,M,USA,MAJ,United States of America,816,Systems Acquisition Management,Graduate School of Business and Public Policy,NPS,Master,No,No,Select,Select,Select,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,2,2,2,SL,TR,ICR,Somewhat Well,Somewhat Well,Very Well,Somewhat Well,Not At All,Not At All,Somewhat Well,Somewhat Well,Not At All,Very Little,Very Little,Very Well,Not At All,Not Select,Not Select,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,Selcet,0,0,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Selcet,Selcet,Selcet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Selcet,Selcet,Selcet,NA,Selcet,Selcet,Selcet,NA,NA,Selcet,Selcet,Selcet,Selcet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31-35
597,597,597,3065949060,2/12/14 0:29,2/12/14 0:39,41,White,M,USN,LT,United States of America,847,Manpower Systems Analysis,Graduate School of Business and Public Policy,NPS,Master,Yes,Yes,Not Select,Not Select,Not Select,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,0,2,0,SL,T,ICR,Somewhat Well,Somewhat Well,NA,Very Little,NA,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Very Little,Somewhat Well,Very Little,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,2,2,-1,1,0,0,-1,1,Third,Fourth,Second,First,Second,Fourth,Third,Fifth,First,SE,NA,Selcet,Selcet,Selcet,Email,SAKAI,NA,NA,NA,NA,NA,NA,NA,NA,NA,SAKAI,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Selcet,Selcet,Selcet,Rarely,Not Select,Selcet,Selcet,No,NA,Not Select,Selcet,Selcet,Not Select,2,2,2,2,2,Most,No,-1,1,-1,-1,-2,1,0,-1,0,Basic,3,41+
598,598,598,3065899818,2/11/14 23:57,2/12/14 0:12,34,White,M,USMC,Capt,United States of America,368,Computer Science,Graduate School of Operational and Information Sciences,NPS,Master,Yes,Yes,Not Select,Not Select,Not Select,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,2,0,2,TR,TR,TR,Somewhat Well,Very Well,Somewhat Well,Very Well,Not At All,Somewhat Well,Somewhat Well,Somewhat Well,Very Well,Somewhat Well,Somewhat Well,Very Well,Very Little,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,Not Select,2,2,1,1,2,2,1,2,NA,Third,First,Second,First,Fifth,Fourth,Second,Third,F,NA,Selcet,Selcet,Selcet,Email,SAKAI,NA,NA,NA,NA,NA,NA,NA,NA,Email,SAKAI,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Selcet,Selcet,Selcet,Often,Selcet,Selcet,Not Select,No,NA,Not Select,Selcet,Selcet,Selcet,2,2,2,2,2,All,Yes,0,-1,0,1,-2,-1,2,0,-2,Advanced,3,31-35
599,599,599,3065868224,2/11/14 23:37,2/11/14 23:52,37,White,M,USAF,Maj.,United States of America,684,Europe and Eurasia,School of International Graduate Studies,NPS,Master,Yes,Yes,Not Select,Not Select,Not Select,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,0,-1,2,T,T,TR,Very Well,Very Little,Not At All,NA,Not At All,Somewhat Well,Very Well,Very Well,Very Little,Not At All,Not At All,NA,Somewhat Well,Selcet,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,2,1,-1,1,-2,-2,2,-2,NA,First,Third,Second,Fifth,Fourth,Third,Second,First,F,NA,Selcet,Selcet,Selcet,Email,SAKAI,NA,NA,NA,Prof Web Site,Drop Box,NA,NA,NA,Email,SAKAI,NA,NA,NA,Prof Web Site,Drop Box,NA,NA,NA,Yes,Selcet,Selcet,Selcet,Often,Selcet,Selcet,Not Select,Yes,GH,Selcet,Selcet,Selcet,Not Select,2,0,2,0,-1,All,Yes,1,-2,1,2,-1,-2,2,1,2,Intermediate,3,36-40
600,600,600,3065861412,2/11/14 23:33,2/11/14 23:51,39,White,M,USN,LT,United States of America,361,Joint Operational Logistics,Graduate School of Operational and Information Sciences,NPS,Master,Yes,No,Select,Not Select,Not Select,No,No,No,No,No,No,No,No,No,No,No,No,No,2,-1,0,T,ICR,TR,Not At All,Somewhat Well,Somewhat Well,Very Well,Very Little,Very Little,Very Little,Very Well,Very Little,Very Well,Somewhat Well,Somewhat Well,Not At All,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,Selcet,Not Select,2,1,1,1,0,0,0,0,Fourth,Third,Second,First,Third,Fourth,Fifth,First,Second,SE,NA,Selcet,Selcet,Selcet,NA,SAKAI,SharePoint,NA,NA,NA,NA,NA,NA,NA,NA,SAKAI,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Selcet,Selcet,Selcet,Never,Selcet,Selcet,Selcet,Yes,NA,Selcet,Selcet,Selcet,Selcet,1,1,1,1,-1,Most,Yes,-1,0,0,NA,0,1,1,1,2,Basic,1,36-40
601,601,601,3065860665,2/11/14 23:33,2/11/14 23:42,31,Asian American/Pacific Islander,M,USA,CPT,United States of America,699,Special Operations,Graduate School of Operational and Information Sciences,NPS,Master,Yes,Yes,Not Select,Not Select,Not Select,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,2,2,2,LL,LL,LL,Somewhat Well,Somewhat Well,NA,NA,NA,Very Well,Somewhat Well,Very Well,Very Well,Very Little,Very Little,NA,NA,Not Select,Selcet,Not Select,Selcet,Selcet,Selcet,Not Select,Not Select,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,1,1,1,2,1,1,1,1,Fourth,Second,First,Third,Third,Fourth,Second,First,Fifth,E,NA,Selcet,Selcet,Selcet,Email,SAKAI,NA,NA,NA,NA,NA,NA,NA,NA,Email,SAKAI,NA,NA,NA,Prof Web Site,NA,NA,NA,NA,Yes,Selcet,Selcet,Selcet,Often,Selcet,Selcet,Not Select,NA,NA,Selcet,Selcet,Selcet,Not Select,NA,NA,NA,NA,NA,Most,Yes,0,-2,-1,2,-2,1,2,2,0,Intermediate,2,31-35
602,602,602,3065857712,2/11/14 23:30,2/11/14 23:57,29,White,M,USN,LT,United States of America,837,Financial Management,Graduate School of Business and Public Policy,NPS,Master,Yes,Yes,Not Select,Not Select,Not Select,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,2,2,2,SL,SL,TR,Very Well,Very Well,Very Well,Very Well,NA,Somewhat Well,Very Well,Very Well,Very Well,Very Well,Somewhat Well,Very Well,NA,Selcet,Not Select,Not Select,Selcet,Selcet,Selcet,Not Select,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,2,2,-2,-1,1,1,1,1,Fourth,First,Third,Second,First,Fifth,Fourth,Second,Third,SE,NA,Selcet,Selcet,Selcet,Email,SAKAI,NA,NA,NA,NA,NA,NA,NA,Paper Copy,NA,SAKAI,NA,NA,NA,Prof Web Site,Drop Box,NA,NA,Paper copy,Yes,Selcet,Selcet,Selcet,Rarely,Selcet,Not Select,Selcet,No,NA,Not Select,Selcet,Selcet,Selcet,2,2,2,2,2,All,Yes,-2,2,-1,0,-1,-1,1,-2,-1,Advanced,1,20-30
